daytime,accuracy,loss,training_time,benign_count,malicious_count,flow_num
2022-08-11 17:51:35,1.0,0.00019808548677247018,0.03891277313232422,14,833,847
2022-08-11 18:51:35,1.0,0.00018499146972317249,0.042334556579589844,12,811,823
2022-08-11 19:51:35,1.0,0.00016889932157937437,0.04170942306518555,14,890,904
2022-08-11 20:51:35,1.0,0.0001776068238541484,0.04415392875671387,14,841,855
2022-08-11 21:51:35,1.0,0.00016660535766277462,0.03853178024291992,12,876,888
2022-08-11 22:51:35,1.0,0.00014621103764511645,0.042318105697631836,13,868,881
2022-08-11 23:51:35,1.0,0.0001539784570923075,0.04069375991821289,13,960,973
2022-08-12 00:21:35,1.0,0.0001539784570923075,0,0,0,0
2022-08-12 01:51:35,1.0,0.00016394045087508857,0.0385136604309082,12,828,840
2022-08-12 02:51:35,1.0,0.0001290120417252183,0.04091906547546387,12,1054,1066
2022-08-12 03:51:35,1.0,0.0001856683229561895,0.044393301010131836,14,797,811
2022-08-12 04:51:35,1.0,0.0001478973135817796,0.04070901870727539,12,843,855
2022-08-12 05:51:35,1.0,0.00014437577920034528,0.04443860054016113,13,753,766
2022-08-12 06:51:35,1.0,0.0001392005360685289,0.03983187675476074,15,896,911
2022-08-12 07:51:35,1.0,0.00012943026376888156,0.04418587684631348,12,976,988
2022-08-12 08:51:35,1.0,0.00013273941294755787,0.0391695499420166,12,765,777
2022-08-12 09:51:35,1.0,0.0002140369324479252,0.04114794731140137,13,913,926
2022-08-12 10:51:35,1.0,0.00017903430853039026,0.04078078269958496,13,861,874
2022-08-12 11:51:35,1.0,0.0001498952624388039,0.04043745994567871,14,856,870
2022-08-12 12:51:35,1.0,0.00013564381515607238,0.0398252010345459,12,884,896
2022-08-12 13:51:35,1.0,0.00017410800501238555,0.043210506439208984,16,930,946
2022-08-12 14:51:35,1.0,0.0001032616346492432,0.03944039344787598,14,951,965
2022-08-12 15:51:35,1.0,0.00010649549949448556,0.04282951354980469,12,965,977
2022-08-12 16:51:35,1.0,0.00011697158333845437,0.038448333740234375,12,894,906
2022-08-12 17:51:35,1.0,0.00011414426990086213,0.03924107551574707,13,823,836
2022-08-12 18:51:35,1.0,9.391835919814184e-05,0.04796266555786133,13,994,1007
2022-08-12 19:51:35,1.0,0.00010664119326975197,0.04132676124572754,12,781,793
2022-08-12 20:51:35,1.0,0.00015000367420725524,0.04305100440979004,16,808,824
2022-08-12 21:51:35,1.0,0.0001151062169810757,0.04367375373840332,12,737,749
2022-08-12 22:51:35,1.0,0.00011623059981502593,0.043019771575927734,12,828,840
2022-08-12 23:51:35,1.0,0.00011393435852369294,0.04288434982299805,14,830,844
2022-08-13 00:51:35,1.0,0.00012859275739174336,0.04094243049621582,12,722,734
2022-08-13 01:51:35,1.0,0.00015055196126922965,0.04134178161621094,12,676,688
2022-08-13 02:51:35,1.0,0.00011972348875133321,0.04286336898803711,15,785,800
2022-08-13 03:51:35,1.0,0.00015039989375509322,0.04338979721069336,12,879,891
2022-08-13 04:51:35,1.0,0.00024377105000894517,0.0422673225402832,12,846,858
2022-08-13 05:51:35,1.0,0.00017308931273873895,0.03835725784301758,12,797,809
2022-08-13 06:51:35,1.0,9.699854126665741e-05,0.03935432434082031,12,759,771
2022-08-13 07:51:35,1.0,0.00011201498273294419,0.043622493743896484,12,777,789
2022-08-13 08:51:35,1.0,0.00012702099047601223,0.0417170524597168,13,677,690
2022-08-13 09:51:35,0.9984917044639587,0.002634613309055567,0.046298980712890625,14,649,663
2022-08-13 10:51:35,1.0,0.0001243996521225199,0.04173779487609863,12,684,696
2022-08-13 11:51:35,1.0,0.00012841145507991314,0.04498648643493652,12,781,793
2022-08-13 12:51:35,1.0,0.00016974606842268258,0.038962602615356445,15,808,823
2022-08-13 13:51:35,1.0,0.0001719551219139248,0.03833746910095215,13,702,715
2022-08-13 14:51:35,1.0,0.0001376167929265648,0.0405576229095459,12,783,795
2022-08-13 15:51:35,1.0,0.00013603632396552712,0.041620492935180664,12,847,859
2022-08-13 16:51:35,1.0,0.0001289552601519972,0.039595603942871094,12,819,831
2022-08-13 17:51:35,1.0,0.0001160486790467985,0.0389404296875,12,778,790
2022-08-13 18:51:35,1.0,0.0001761530729709193,0.03996157646179199,16,820,836
2022-08-13 19:51:35,1.0,0.00010113071766681969,0.04589200019836426,12,848,860
2022-08-13 20:51:35,1.0,8.757293107919395e-05,0.04386591911315918,12,928,940
2022-08-13 21:51:35,1.0,0.00010217961971648037,0.044914960861206055,12,916,928
2022-08-13 22:51:35,1.0,0.00010513725283090025,0.03957533836364746,16,1013,1029
2022-08-13 23:51:35,1.0,9.870133362710476e-05,0.04376363754272461,12,874,886
2022-08-14 00:51:35,1.0,0.00012179537588963285,0.043524742126464844,12,790,802
2022-08-14 01:51:35,1.0,0.00013450923142954707,0.03985285758972168,12,912,924
2022-08-14 02:51:35,1.0,7.32469343347475e-05,0.04023289680480957,12,883,895
2022-08-14 03:51:35,0.9987937211990356,0.007009268272668123,0.041292667388916016,15,814,829
2022-08-14 04:51:35,1.0,0.00011097232345491648,0.04084634780883789,12,648,660
2022-08-14 05:51:35,1.0,0.0001233006623806432,0.0412294864654541,12,674,686
2022-08-14 06:51:35,1.0,0.00010068467236123979,0.037439823150634766,12,773,785
2022-08-14 07:51:35,1.0,0.00011725623335223645,0.04506802558898926,12,798,810
2022-08-14 08:51:35,0.998609185218811,0.0024720889050513506,0.04269123077392578,13,706,719
2022-08-14 09:51:35,0.9986282587051392,0.0026605536695569754,0.04538559913635254,14,715,729
2022-08-14 10:51:35,1.0,0.00044919754145666957,0.03976750373840332,12,775,787
2022-08-14 11:51:35,1.0,0.0010479858610779047,0.04149627685546875,12,661,673
2022-08-14 12:51:35,1.0,0.0008445861167274415,0.04254508018493652,12,804,816
2022-08-14 13:51:35,1.0,0.0006512037944048643,0.0441746711730957,15,831,846
2022-08-14 14:51:35,1.0,0.0004037846811115742,0.03879261016845703,13,759,772
2022-08-14 15:51:35,1.0,0.00019507641263771802,0.04303574562072754,12,846,858
2022-08-14 16:51:35,1.0,0.0001711749646347016,0.0448451042175293,12,813,825
2022-08-14 17:51:35,1.0,0.00017642954480834305,0.037769317626953125,14,710,724
2022-08-14 18:51:35,1.0,0.00014328467659652233,0.039984941482543945,12,768,780
2022-08-14 19:51:35,1.0,0.00013318481796886772,0.04175448417663574,13,856,869
2022-08-14 20:51:35,1.0,0.00012061448796885088,0.04013967514038086,12,860,872
2022-08-14 21:51:35,1.0,0.00012888202036265284,0.03983426094055176,12,780,792
2022-08-14 22:51:35,1.0,0.00012060902372468263,0.04000377655029297,14,776,790
2022-08-14 23:51:35,1.0,0.00011704342614393681,0.043379783630371094,14,887,901
2022-08-15 00:51:35,1.0,8.230278035625815e-05,0.042061805725097656,12,817,829
2022-08-15 01:51:35,1.0,0.00011095313675468788,0.03879404067993164,14,742,756
2022-08-15 02:51:35,0.9987421631813049,0.004503083880990744,0.03921365737915039,12,783,795
2022-08-15 03:51:35,1.0,7.219049439299852e-05,0.0432276725769043,12,923,935
2022-08-15 04:51:35,1.0,0.0001288971834583208,0.040767669677734375,14,804,818
2022-08-15 05:51:35,0.9987244606018066,0.003825397463515401,0.04036235809326172,12,772,784
2022-08-15 06:51:35,1.0,0.00014143838780000806,0.0380702018737793,12,695,707
2022-08-15 07:51:35,1.0,0.00015618608449585736,0.048836469650268555,12,838,850
2022-08-15 08:51:35,0.9989690780639648,0.005045009311288595,0.04108071327209473,13,957,970
2022-08-15 09:51:35,1.0,0.0001638626417843625,0.03987383842468262,12,904,916
2022-08-15 10:51:35,1.0,0.00012104350025765598,0.039083003997802734,12,997,1009
2022-08-15 11:51:35,1.0,0.0002723488723859191,0.04344916343688965,15,850,865
2022-08-15 12:51:35,1.0,0.00012647455150727183,0.040229082107543945,13,871,884
2022-08-15 13:51:35,1.0,0.00019868956587743014,0.04099416732788086,12,866,878
2022-08-15 14:51:35,1.0,0.00012938179133925587,0.04174208641052246,12,917,929
2022-08-15 15:51:35,1.0,0.0001743161556078121,0.04043292999267578,15,1028,1043
2022-08-15 16:51:35,1.0,0.00017453562759328634,0.04008769989013672,12,756,768
2022-08-15 17:51:35,1.0,7.628027378814295e-05,0.03921198844909668,0,63,63
2022-08-15 18:51:35,1.0,0.00020946636504959315,0.03989863395690918,16,791,807
2022-08-15 19:51:35,1.0,0.00024992163525894284,0.04047036170959473,12,708,720
2022-08-15 20:51:35,1.0,0.00015664924285374582,0.04325079917907715,12,804,816
2022-08-15 21:51:35,1.0,0.00012065447663189843,0.04695010185241699,12,941,953
2022-08-15 22:51:35,1.0,0.00014344541705213487,0.04108119010925293,13,765,778
2022-08-15 23:51:35,1.0,0.00013772088277619332,0.03991341590881348,14,826,840
2022-08-16 00:51:35,1.0,0.0001653449289733544,0.044028520584106445,12,641,653
2022-08-16 01:51:35,0.9987212419509888,0.0035074218176305294,0.03984355926513672,13,769,782
2022-08-16 02:51:35,1.0,0.00012164501094957814,0.04441690444946289,10,836,846
2022-08-16 03:51:35,1.0,0.0002347353583900258,0.03892040252685547,15,874,889
2022-08-16 04:51:35,1.0,0.00019583594985306263,0.04154777526855469,12,1238,1250
2022-08-16 05:51:35,1.0,0.0002940342528745532,0.04138350486755371,12,1033,1045
2022-08-16 06:51:35,1.0,0.0003630593710113317,0.039899349212646484,14,973,987
2022-08-16 07:51:35,1.0,0.0003562315250746906,0.04051923751831055,14,868,882
2022-08-16 08:51:35,1.0,0.00022425562201533467,0.040189266204833984,12,968,980
2022-08-16 09:51:35,1.0,0.0002345749526284635,0.041290998458862305,14,863,877
2022-08-16 10:51:35,0.9977777600288391,0.0021319896914064884,0.04148054122924805,12,888,900
2022-08-16 11:51:35,1.0,0.0001497684424975887,0.03978848457336426,13,990,1003
2022-08-16 12:51:35,1.0,0.00016364059410989285,0.04062008857727051,12,1080,1092
2022-08-16 13:51:35,1.0,0.0002768323174677789,0.04134345054626465,14,777,791
2022-08-16 14:51:35,1.0,0.00023530187900178134,0.03870105743408203,12,755,767
2022-08-16 15:51:35,1.0,0.00019721107673831284,0.039949655532836914,14,899,913
2022-08-16 16:51:35,1.0,0.00014208958600647748,0.0383758544921875,12,879,891
2022-08-16 17:51:35,1.0,0.00011712060950230807,0.040270328521728516,12,886,898
2022-08-16 18:51:35,1.0,0.00010268054029438645,0.03782463073730469,12,835,847
2022-08-16 19:51:35,1.0,9.784565190784633e-05,0.0408473014831543,14,784,798
2022-08-16 20:51:35,1.0,7.972789171617478e-05,0.03973126411437988,13,848,861
2022-08-16 21:51:35,1.0,6.960726750548929e-05,0.03813338279724121,12,919,931
2022-08-16 22:51:35,1.0,7.153844489948824e-05,0.041429758071899414,12,791,803
2022-08-16 23:51:35,1.0,7.633715722477064e-05,0.04408407211303711,12,766,778
2022-08-17 00:51:35,1.0,7.70867191022262e-05,0.05210995674133301,14,740,754
2022-08-17 01:51:35,0.9987908005714417,0.0015915358671918511,0.04115629196166992,12,815,827
2022-08-17 02:51:35,1.0,7.099091453710571e-05,0.03925490379333496,12,860,872
2022-08-17 03:51:35,1.0,7.581965473946184e-05,0.040509939193725586,12,791,803
2022-08-17 04:51:35,1.0,7.45808138162829e-05,0.0458369255065918,14,844,858
